id,name,coment,length,keyframe,path
120104,1201_hurt,乐进,0.533,0,Models/1201/Animations
120105,1201_idle,乐进,1,0,Models/1201/Animations
120106,1201_prepare,乐进,1,0,Models/1201/Animations
120107,1201_ride,乐进,0.8,0,Models/1201/Animations
120108,1201_rideidle,乐进,1,0,Models/1201/Animations
120109,1201_skl3001,乐进,1.333,0.526,Models/1201/Animations
120110,1201_skl3002,乐进,1.833,1.05,Models/1201/Animations
120111,1201_skl3004,乐进,1,0.607,Models/1201/Animations
120112,1201_stun,乐进,0.533,0,Models/1201/Animations
120113,1201_walk,乐进,0.8,0,Models/1201/Animations
120114,1201_win,乐进,2,0,Models/1201/Animations
120201,1202_atk1,徐晃,1,0.475,Models/1202/Animations
120202,1202_atk2,徐晃,1,0.5,Models/1202/Animations
120203,1202_die,徐晃,1.667,0,Models/1202/Animations
120204,1202_hurt,徐晃,0.533,0,Models/1202/Animations
120205,1202_idle,徐晃,0.8,0,Models/1202/Animations
120206,1202_prepare,徐晃,1,0,Models/1202/Animations
120207,1202_ride,徐晃,0.8,0,Models/1202/Animations
120208,1202_rideidle,徐晃,1,0,Models/1202/Animations
120209,1202_skl3011,徐晃,1.433,0.01|0.05|0.09|0.13|0.17|0.21|0.25|0.29|0.33|0.37|0.41|0.45|0.49|0.53|0.57|0.61|0.6683,Models/1202/Animations
120210,1202_skl3012,徐晃,1.267,0.516|0.566|0.616|0.666|0.716|0.766|0.816|0.866|0.916|0.956 ,Models/1202/Animations
120211,1202_stun,徐晃,0.533,0,Models/1202/Animations
120212,1202_walk,徐晃,0.8,0,Models/1202/Animations
120213,1202_win,徐晃,1.567,0,Models/1202/Animations
120301,1203_atk1,廖化,1.167,0.564,Models/1203/Animations
120302,1203_atk2,廖化,1.167,0.618,Models/1203/Animations
120303,1203_die,廖化,1.667,0,Models/1203/Animations
120304,1203_hurt,廖化,0.533,0,Models/1203/Animations
120305,1203_idle,廖化,1,0,Models/1203/Animations
120306,1203_prepare,廖化,1,0,Models/1203/Animations
120307,1203_ride,廖化,0.8,0,Models/1203/Animations
120308,1203_rideidle,廖化,1,0,Models/1203/Animations
120309,1203_skl3021,廖化,1.667,0.188|0.238|0.288|0.338|0.388|0.438|0.488|0.538|0.588|0.638|0.688|0.738|0.788|0.838|0.88|0.941|1,Models/1203/Animations
120310,1203_skl3022,廖化,1,0.02|0.37|0.9,Models/1203/Animations
120311,1203_stun,廖化,0.533,0,Models/1203/Animations
120312,1203_walk,廖化,0.8,0,Models/1203/Animations
120313,1203_win,廖化,1.833,0,Models/1203/Animations
120401,1204_atk1,姜维,1.333,0.586,Models/1204/Animations
120402,1204_atk2,姜维,1.333,0.52,Models/1204/Animations
120403,1204_die,姜维,1.5,0,Models/1204/Animations
120404,1204_hurt,姜维,0.533,0,Models/1204/Animations
120405,1204_idle,姜维,1.067,0,Models/1204/Animations
120406,1204_prepare,姜维,1,0,Models/1204/Animations
120407,1204_ride,姜维,0.8,0,Models/1204/Animations
120408,1204_rideidle,姜维,1,0,Models/1204/Animations
120409,1204_skl3031,姜维,2.167,0.47|0.973,Models/1204/Animations
120410,1204_skl3032,姜维,3,0.669|0.882|1.179|1.635|2.172,Models/1204/Animations
120411,1204_skl3033,姜维,2.333,1.007|1.567|1.607|1.647|1.687|1.727|1.767|1.807|1.847|1.887|1.927|1.966,Models/1204/Animations
120412,1204_skl3034,姜维,1.5,0.6165,Models/1204/Animations
120413,1204_stun,姜维,0.533,0,Models/1204/Animations
120414,1204_walk,姜维,0.8,0,Models/1204/Animations
120415,1204_win,姜维,2.333,0,Models/1204/Animations
120501,1205_atk1,公孙瓒,1.167,0.6,Models/1205/Animations
120502,1205_atk2,公孙瓒,1.167,0.7,Models/1205/Animations
120503,1205_die,公孙瓒,2,0,Models/1205/Animations
120504,1205_hurt,公孙瓒,0.533,0,Models/1205/Animations
120505,1205_idle,公孙瓒,1,0,Models/1205/Animations
120506,1205_prepare,公孙瓒,1,0,Models/1205/Animations
120507,1205_ride,公孙瓒,0.8,0,Models/1205/Animations
120508,1205_rideidle,公孙瓒,1,0,Models/1205/Animations
120509,1205_skl3041,公孙瓒,2,0.36,Models/1205/Animations
120510,1205_skl3042,公孙瓒,1.833,1.06,Models/1205/Animations
120511,1205_skl3043,公孙瓒,1.5,0.9,Models/1205/Animations
120512,1205_stun,公孙瓒,0.533,0,Models/1205/Animations
120513,1205_walk,公孙瓒,0.8,0,Models/1205/Animations
120514,1205_win,公孙瓒,2,0,Models/1205/Animations
320701,3207_atk1,公孙瓒召唤物,1.167,0.828,Models/3207/Animations
320702,3207_die,公孙瓒召唤物,1.333,0,Models/3207/Animations
320703,3207_hurt,公孙瓒召唤物,0.667,0,Models/3207/Animations
320704,3207_idle,公孙瓒召唤物,1,0,Models/3207/Animations
320705,3207_stun,公孙瓒召唤物,0.667,0,Models/3207/Animations
320706,3207_walk,公孙瓒召唤物,0.667,0,Models/3207/Animations
120601,1206_atk1,孙鲁班,1.167,0.415,Models/1206/Animations
120602,1206_atk2,孙鲁班,1.167,0.4,Models/1206/Animations
120603,1206_die,孙鲁班,2,0,Models/1206/Animations
120604,1206_hurt,孙鲁班,0.533,0,Models/1206/Animations
120605,1206_idle,孙鲁班,1.067,0,Models/1206/Animations
120606,1206_prepare,孙鲁班,1,0,Models/1206/Animations
120607,1206_ride,孙鲁班,0.8,0,Models/1206/Animations
120608,1206_rideidle,孙鲁班,1,0,Models/1206/Animations
120609,1206_skl3051,孙鲁班,1.167,0.367,Models/1206/Animations
120610,1206_skl3052,孙鲁班,2.167,1.43,Models/1206/Animations
120611,1206_skl3053,孙鲁班,2.167,1.3,Models/1206/Animations
120612,1206_stun,孙鲁班,0.533,0,Models/1206/Animations
120613,1206_walk,孙鲁班,0.8,0,Models/1206/Animations
120614,1206_win,孙鲁班,2.167,0,Models/1206/Animations
320801,3208_atk1,孙鲁班召唤弩车,1,1,Models/3208/Animations
320802,3208_die,孙鲁班召唤弩车,0.6,0,Models/3208/Animations
320803,3208_idle,孙鲁班召唤弩车,0.033,0,Models/3208/Animations
320804,3208_refix,孙鲁班召唤弩车,0.6,0,Models/3208/Animations
320805,3208_walk,孙鲁班召唤弩车,0.8,0,Models/3208/Animations
320901,3209_idle,孙鲁班箭塔,0.033,0.01,Models/3209/Animations
120701,1207_atk1,张春华,1,0.5,Models/1207/Animations
120702,1207_atk2,张春华,1.167,0.435,Models/1207/Animations
120703,1207_die,张春华,1.333,0,Models/1207/Animations
120704,1207_hurt,张春华,0.533,0,Models/1207/Animations
120705,1207_idle,张春华,1,0,Models/1207/Animations
120706,1207_prepare,张春华,1,0,Models/1207/Animations
120707,1207_skl3071,张春华,2.667,0.1|0.28|0.594|0.957|1.168|1.645|2.5,Models/1207/Animations
120708,1207_skl3072,张春华,1.333,0.813,Models/1207/Animations
120709,1207_skl3073,张春华,1.667,0.815,Models/1207/Animations
120710,1207_stun,张春华,0.533,0,Models/1207/Animations
120711,1207_walk,张春华,0.8,0,Models/1207/Animations
120712,1207_win,张春华,3.167,0,Models/1207/Animations
120713,1207_ride,张春华,0.8,0,Models/1207/Animations
120714,1207_rideidle,张春华,1,0,Models/1207/Animations
120801,1208_atk1,步练师,1.167,0.536,Models/1208/Animations
120802,1208_atk2,步练师,1.333,0.714,Models/1208/Animations
120803,1208_die,步练师,1.133,0,Models/1208/Animations
120804,1208_hurt,步练师,0.533,0,Models/1208/Animations
120805,1208_idle,步练师,1,0,Models/1208/Animations
120806,1208_prepare,步练师,1,0,Models/1208/Animations
120807,1208_ride,步练师,0.8,0,Models/1208/Animations
120808,1208_rideidle,步练师,1,0,Models/1208/Animations
120809,1208_skl3061,步练师,3.233,1.06|1.56|2.06|2.56,Models/1208/Animations
120810,1208_skl3062,步练师,1.8,0.97,Models/1208/Animations
120811,1208_skl3063,步练师,1.667,0.99,Models/1208/Animations
120812,1208_stun,步练师,0.533,0,Models/1208/Animations
120813,1208_walk,步练师,0.8,0,Models/1208/Animations
120814,1208_win,步练师,1.867,0,Models/1208/Animations
210101,2101_atk1,世界BOSS-凶神饕餮,1.5,1.3,Models/2101/Animations
210102,2101_die,世界BOSS-凶神饕餮,2,,Models/2101/Animations
210103,2101_idle,世界BOSS-凶神饕餮,1,,Models/2101/Animations
210104,2101_skl9031,世界BOSS-凶神饕餮,2.167,1.127,Models/2101/Animations
210105,2101_skl9032,世界BOSS-凶神饕餮,2.133,1.216,Models/2101/Animations
120901,1209_atk1,魔·吕布,1,0.48,Models/1209/Animations
120902,1209_atk2,魔·吕布,1.333,0.62,Models/1209/Animations
120903,1209_die,魔·吕布,,0,Models/1209/Animations
120904,1209_idle,魔·吕布,,0,Models/1209/Animations
120905,1209_prepare,魔·吕布,1,0,Models/1209/Animations
120906,1209_skl411,魔·吕布,3.033,0.9|1.27|1.51|1.72|2.42,Models/1209/Animations
120907,1209_skl412,魔·吕布,2.667,0.58|0.9|1.92,Models/1209/Animations
120908,1209_skl413,魔·吕布,1.833,0.88,Models/1209/Animations
120909,1209_stun,魔·吕布,,0,Models/1209/Animations
120910,1209_walk,魔·吕布,,0,Models/1209/Animations
120911,1209_win,魔·吕布,,0,Models/1209/Animations
120912,1209_hurt,魔·吕布,0.533,0,Models/1209/Animations
120913,1209_ride,魔·吕布,0.8,0,Models/1209/Animations
120914,1209_rideidle,魔·吕布,,0,Models/1209/Animations
120915,1209_skl4006_01,魔·吕布,6.33,0,Models/1209/Animations
120916,1209_skl4006_02,魔·吕布,2,0,Models/1209/Animations
